-1473, 242, 1976
-1364, 271, 1998
-1006, 308, 1870
-605, 228, 1597
-605, 228, 1597
-83, 123, 1391
690, 42, 1016
1164, -43, 695
1285, 17, 696
1149, 33, 536
952, 137, 771
952, 137, 771
868, 143, 967
900, 105, 1027
923, 69, 868
944, 37, 685
944, 37, 685
976, 28, 666
-,-,-
-115, 25, 1498
-1214, -250, 1161
-1631, -109, 1362
-1109, 10, 1494
-1246, -168, 1931
-1225, -121, 1998
-733, -72, 1988
-138, -45, 1674
446, -64, 1286
718, -113, 1061
956, -95, 753
1152, -86, 647
1207, -57, 710
1247, -53, 773
1059, -23, 807
1059, -23, 807
940, -18, 644
937, -32, 676
855, -52, 542
1048, -1, 308
-,-,-
-519, 42, 892
-810, -72, 1092
-916, -129, 1537
-696, -106, 1805
-547, -222, 1968
-867, -291, 1998
-791, -161, 1998
-614, -58, 1998
-207, 32, 1998
136, 98, 1870
136, 98, 1870
441, 191, 1362
791, 300, 952
923, 255, 763
999, 152, 667
908, 206, 487
908, 206, 487
791, 225, 269
1002, 134, 259
1103, 23, 486
1127, -39, 939
1139, -33, 1267
1030, -20, 1303
-,-,-
-605, 16, 954
-826, -63, 992
-1332, 21, 998
-1249, 112, 1553
-1124, 159, 1995
-1377, 159, 1998
-1377, 271, 1998
-1530, 336, 1998
-1140, 282, 1998
-267, 243, 1998
326, 159, 1997
655, 175, 1711
1013, 177, 1366
1286, 161, 980
1337, 234, 851
1190, 198, 628
945, 213, 601
945, 213, 601
768, 180, 631
853, 114, 622
881, 68, 538
813, 66, 431
813, 66, 431
836, 134, 462
-,-,-
-1813, 313, 1513
-1798, 395, 1813
-1226, 404, 1998
-732, 362, 1998
-732, 362, 1998
-272, 353, 1998
243, 393, 1998
659, 351, 1719
999, 270, 1228
979, 255, 819
849, 279, 749
1014, 246, 659
1014, 246, 659
1159, 170, 689
1278, 140, 714
1191, 62, 563
1061, 25, 490
893, -3, 382
893, -3, 382
796, 122, 434
593, 188, 526
-,-,-
-685, 40, 1092
-1188, -173, 1081
-1388, -60, 1448
-1201, 205, 1884
-1112, 305, 1998
-1256, 375, 1998
-855, 390, 1804
-251, 388, 1598
400, 344, 1305
959, 146, 1236
1389, 51, 1249
1453, 33, 1142
1453, 33, 1142
1306, 57, 1031
1147, 70, 795
1177, 62, 565
1189, 45, 588
962, 38, 726
962, 38, 726
879, 72, 731
865, 154, 692
1085, 236, 647
-,-,-
-207, 33, 1035
-573, -140, 970
-1235, -101, 978
-1345, 170, 1413
-1441, 313, 1983
-1241, 358, 1998
-953, 444, 1997
-478, 434, 1590
236, 308, 1051
236, 308, 1051
573, 280, 817
826, 267, 1037
1099, 80, 1204
1243, -91, 1160
1328, -89, 927
1206, -60, 714
1034, -27, 627
1034, -27, 627
858, 3, 604
780, 38, 661
692, 37, 847
717, 58, 848
-,-,-
-772, 54, 829
-1141, -81, 696
-917, 117, 1014
-916, 328, 1406
-1178, 494, 1925
-1386, 466, 1998
-1386, 466, 1998
-1172, 460, 1998
-908, 511, 1998
-490, 386, 1916
117, 258, 1450
645, 207, 1089
862, 116, 1069
778, 71, 855
731, 61, 543
731, 61, 543
1059, 70, 382
1234, 28, 438
1258, -9, 580
1136, -5, 713
1136, -5, 713
942, -22, 645
955, 82, 580
-,-,-
32, -184, 286
-658, -163, 120
-1252, -58, 660
-1448, 355, 1925
-1981, 689, 1998
-1998, 965, 1998
-1884, 1055, 1998
-617, 1008, 1998
550, 741, 1263
948, 541, 572
1456, 419, 660
1905, 229, 909
1974, 229, 495
1974, -12, 495
1768, -39, 304
1499, -45, 281
1188, -90, 533
983, -137, 733
901, -153, 781
787, -149, 763
-,-,-
-903, 417, 1494
-1920, 431, 1866
-1998, 514, 1673
-1644, 969, 1964
-963, 821, 1998
-712, 609, 1998
78, 538, 1425
78, 538, 1425
938, 379, 498
1555, 284, 634
1558, 115, 1347
1534, 72, 1417
1626, 59, 842
1749, 25, 349
1749, 25, 349
1772, -103, 203
1652, -163, 338
1432, -123, 518
1211, -54, 613
906, -41, 664
916, 138, 625
-,-,-
-895, 139, 1167
-1339, 46, 1371
-1181, 142, 1712
-1184, 395, 1998
-1718, 488, 1998
-1722, 583, 1998
-1113, 610, 1851
-113, 572, 1023
701, 380, 850
1279, 258, 999
1322, 229, 848
1322, 229, 848
1127, 356, 684
1173, 333, 540
1471, 176, 502
1603, -15, 483
1541, -90, 486
1403, -72, 703
1268, -19, 841
1268, -19, 841
1033, 27, 1050
817, 127, 1247
-,-,-
-1260, -94, 1439
-1550, -63, 1352
-1703, 348, 1838
-1984, 524, 1998
-1946, 479, 1998
-1130, 586, 1481
54, 619, 610
667, 475, 988
1188, 231, 1487
1188, 231, 1487
1558, 29, 1358
1644, 16, 769
1706, -4, 336
1738, -74, 147
1718, -67, 311
1465, -40, 512
1276, -25, 689
1276, -25, 689
1195, -28, 845
1138, 34, 907
953, 20, 866
1016, -48, 763
-,-,-
-642, 28, 1018
-598, 90, 1266
-821, 162, 1480
-1611, 266, 1653
-1973, 369, 1726
-1458, 548, 1995
-615, 477, 1982
284, 431, 1534
284, 431, 1534
982, 354, 823
1239, 260, 652
1375, 187, 892
1430, 65, 1006
1412, 15, 977
1437, -9, 774
1437, -9, 774
1343, -18, 678
1149, 17, 655
989, 33, 643
854, 70, 710
854, 70, 710
-,-,-
-685, 193, 1512
-1328, 136, 1366
-1991, 49, 1319
-1998, 276, 1852
-1869, 685, 1998
-754, 713, 1998
-83, 692, 1906
654, 602, 907
1111, 459, 535
1111, 459, 680
1617, 235, 680
1960, 161, 1040
1673, 137, 883
1438, 123, 633
1211, 182, 459
956, 161, 484
947, 91, 575
947, 91, 575
879, 23, 610
893, 12, 588
-,-,-
-311, 99, 1417
-793, 47, 1396
-1520, -61, 1949
-1998, 117, 1998
-1566, 434, 1998
-1210, 524, 1998
-965, 483, 1998
-305, 554, 1688
340, 669, 949
648, 684, 923
925, 626, 671
925, 626, 671
1628, 433, 140
1779, 233, 47
1881, 144, 379
1663, -1, 665
1388, 17, 653
1388, 17, 653
1189, 112, 636
896, 201, 751
683, 218, 798
-,-,-
-1423, 29, 1505
-1423, 29, 1505
-1374, 177, 1956
-1908, 318, 1875
-1961, 455, 1969
-1347, 583, 1998
-792, 662, 1946
-352, 792, 1421
374, 707, 1193
1347, 445, 1083
1724, 371, 759
1703, 312, 195
1673, 272, 56
1619, 149, 394
1619, 149, 394
1487, 73, 510
1342, 27, 612
1144, 3, 741
998, 69, 799
998, 69, 799
-,-,-
-336, 22, 684
-711, 142, 1109
-1381, 123, 1871
-1431, 280, 1998
-1560, 460, 1998
-1688, 485, 1998
-1040, 585, 1932
17, 552, 1743
17, 552, 1743
713, 396, 1402
1008, 369, 930
1099, 435, 669
1054, 391, 351
1191, 299, 265
1367, 163, 313
1367, 163, 313
1383, 98, 345
1263, 79, 433
1109, 52, 525
979, 50, 544
1104, 177, 807
-,-,-
-912, 17, 1740
-825, 67, 1195
-1184, 100, 1203
-1821, 457, 1908
-1967, 587, 1998
-1356, 644, 1998
-792, 626, 1975
56, 607, 1412
1231, 366, 646
1614, 84, 416
1614, 84, 416
1504, 69, 644
1086, 127, 800
1206, 82, 788
1463, 104, 790
1526, 62, 574
1526, 62, 574
1440, 78, 446
1158, 64, 670
905, 78, 708
648, 63, 665
-,-,-
-1247, -16, 698
-1449, 235, 852
-1334, 417, 1806
-1893, 427, 1998
-1991, 523, 1998
-1404, 622, 1998
-135, 692, 1981
581, 477, 1468
581, 477, 1468
1231, 388, 699
1430, 305, 94
1365, 294, 100
984, 320, 708
1060, 208, 590
1325, 128, 488
1325, 128, 488
1532, 83, 245
1453, 12, 73
1199, 33, 265
930, 85, 614
-,-,-
-882, 73, 1081
-1273, 213, 1108
-1862, 301, 1455
-1831, 277, 1804
-962, 302, 1953
-1110, 253, 1998
-794, 325, 1998
117, 497, 1739
733, 467, 954
1151, 361, 808
1151, 361, 808
1436, 306, 727
1431, 230, 603
1286, 149, 584
1250, 103, 394
1432, 1, 212
1624, -95, 192
1624, -95, 192
1461, -53, 496
1019, -20, 922
789, 57, 1085
-,-,-
-1317, 84, 1173
-1543, 331, 1837
-1688, 405, 1998
-1493, 425, 1998
-1430, 393, 1998
-1194, 461, 1938
-301, 529, 1237
481, 338, 907
481, 338, 907
816, 184, 1076
1073, 64, 513
1291, 23, 107
1448, 14, 252
1438, 18, 542
1438, 18, 542
1382, 58, 819
1211, -14, 1051
-,-,-
-581, -97, 979
-1279, -108, 1204
-1639, -46, 1073
-1136, 197, 1647
-1155, 302, 1998
-1361, 488, 1998
-1186, 709, 1956
-862, 696, 1733
-223, 570, 1209
538, 490, 744
998, 371, 720
998, 371, 720
1351, 174, 660
1471, 106, 416
1503, 292, 610
1588, 145, 921
1605, -2, 906
1605, -2, 906
1501, 53, 1028
1445, 181, 1035
1181, 90, 963
904, 110, 849
-,-,-
-1098, -188, 1246
-1542, 42, 1468
-1562, 366, 1991
-1568, 568, 1998
-1455, 478, 1985
-687, 440, 1598
-6, 354, 1262
-6, 354, 1262
361, 267, 1080
847, 285, 1153
940, 243, 1070
940, 276, 642
961, 238, 233
961, 238, 233
1003, 170, 464
1195, 113, 822
1300, 62, 1079
1409, 9, 1027
1256, 89, 1078
995, 157, 1030
995, 157, 1030
-,-,-
-1009, -380, 967
-1494, -277, 1122
-1583, -96, 1656
-1350, -65, 1998
-1947, 94, 1998
-1712, 380, 1998
-565, 342, 1998
-43, 138, 1998
84, 311, 1594
386, 512, 1058
1091, 135, 1094
1551, -35, 1297
1551, -35, 1297
1344, 41, 879
1473, 72, 369
1526, 34, 321
1287, 17, 380
1083, 9, 488
1083, 9, 488
1108, -40, 673
1042, -38, 815
-,-,-
-686, -161, 646
-1181, -130, 953
-1674, 26, 1622
-1973, 269, 1998
-1880, 331, 1998
-1212, 164, 1998
-432, 248, 1998
-569, 364, 1977
222, 409, 1632
1001, 355, 1273
1131, 212, 976
1169, 190, 1072
1066, 221, 1184
1066, 221, 1184
1228, 151, 939
1380, 87, 575
1299, 60, 583
1199, 59, 870
1058, -4, 1056
-,-,-
-876, 146, 656
-1487, -61, 1206
-993, 260, 1994
-1835, 172, 1998
-1998, 536, 1998
-1394, 659, 1998
-211, 526, 1998
76, 291, 1716
67, 246, 1151
867, 217, 986
1262, -68, 754
1262, -68, 754
1216, -53, 609
1293, 32, 613
1118, 48, 705
1224, 113, 768
1202, 77, 843
1202, 77, 843
1160, 110, 724
-,-,-
-499, -202, 1260
-785, 27, 1407
-1719, 39, 1708
-1499, 222, 1998
-1521, 405, 1998
-1727, 387, 1930
-1571, 403, 1995
-460, 265, 1428
182, 204, 766
759, 88, 545
759, 88, 545
1074, -80, 852
1210, -16, 1186
1138, 109, 1246
1354, 290, 1047
1635, 150, 835
1663, 54, 716
1460, 176, 912
-,-,-
-1213, 142, 768
-928, 255, 1486
-1191, 188, 1998
-1975, 249, 1998
-1372, 392, 1998
-1215, 221, 1998
-992, 81, 1998
-382, 33, 1992
448, 220, 1710
932, 185, 1202
932, 185, 1202
1309, 209, 737
1140, 152, 608
1213, 246, 632
1165, 253, 647
1149, 211, 430
1140, 201, 520
1219, 181, 718
-,-,-
-827, 125, 1348
-1297, 31, 1192
-1297, 31, 1192
-1951, 269, 1281
-1988, 553, 1929
-1867, 587, 1998
-1670, 490, 1998
-1039, 345, 1892
-156, 158, 1709
307, 47, 1974
710, 64, 1926
1192, 113, 1100
1436, 136, 541
1401, 138, 456
1264, 134, 861
1264, 134, 861
1275, 126, 891
1287, 164, 980
-,-,-
-1362, -83, 817
-1362, -83, 817
-1923, 101, 1333
-1998, 204, 1987
-1998, 445, 1998
-1799, 561, 1998
-1217, 501, 1998
-578, 328, 1997
-82, 269, 1405
783, 386, 1170
1305, 366, 1569
1390, 321, 1640
1202, 284, 1376
1220, 160, 1345
1577, 53, 1258
1577, 53, 1125
1802, -35, 1125
1600, 27, 903
-,-,-
-360, 76, 1745
-1142, -115, 805
-1596, 20, 569
-1527, 735, 1810
-1998, 1013, 1998
-1998, 776, 1998
-1812, 598, 1998
-1084, 515, 1997
-65, 575, 1483
568, 438, 1214
937, 134, 1437
1301, 5, 1510
1301, 5, 1510
1443, 111, 974
1408, 110, 537
1424, 126, 537
1440, 128, 639
1078, 176, 777
729, 311, 1086
-,-,-
-562, 40, 895
-1737, 17, 243
-1542, 203, 711
-962, 297, 1919
-1986, 130, 1998
-1998, 245, 1998
-1619, 466, 1990
-791, 453, 1934
-252, 547, 1906
450, 651, 1998
800, 474, 1965
1031, 459, 1256
1031, 459, 1256
1216, 460, 805
1199, 384, 1080
1144, 228, 1295
1134, 250, 1292
-,-,-
-1160, -183, 831
-1061, -211, 525
-1171, 450, 1736
-1963, 516, 1998
-1998, 432, 1998
-1715, 738, 1998
-858, 637, 1998
-611, 453, 1938
-530, 377, 1639
-299, 348, 1442
466, 343, 1036
995, 130, 918
1196, -51, 1261
1071, -33, 1718
1163, 90, 1409
1101, 90, 1029
1101, 289, 1029
-,-,-
-583, 47, 160
-619, 154, 1289
-1526, 271, 1596
-1998, 609, 1998
-1998, 697, 1998
-1761, 613, 1998
-1074, 481, 1998
-843, 447, 1929
-843, 447, 1929
-293, 473, 1370
309, 292, 1120
755, 65, 1450
945, -83, 1815
1031, -198, 1527
1119, -157, 1076
1251, 81, 536
1275, 114, 512
1137, 94, 911
-,-,-
-951, -93, 865
-1702, -5, 1794
-1998, 293, 1998
-1995, 531, 1998
-1688, 486, 1998
-1404, 436, 1998
-785, 421, 1908
-265, 285, 1298
186, 297, 903
186, 297, 903
513, 345, 618
646, 335, 685
802, 256, 852
1182, 176, 1372
1495, 125, 1872
1589, 148, 1619
1715, 31, 1463
1715, 31, 1463
-,-,-
-137, 204, 708
-137, 204, 708
-1224, 111, 649
-1372, 334, 1735
-1835, 506, 1998
-1938, 645, 1998
-1985, 556, 1998
-1519, 531, 1998
-874, 398, 1998
-221, 351, 1998
154, 372, 1998
548, 411, 1733
1025, 326, 1354
1262, 333, 1514
1348, 335, 1647
1340, 314, 1341
1340, 314, 1341
-,-,-
-371, 103, 1273
-1786, 483, 1900
-1998, 886, 1998
-1998, 886, 1998
-1998, 1170, 1998
-1828, 1106, 1998
-978, 851, 1938
-978, 851, 1938
74, 464, 1419
704, 265, 1653
1203, 126, 1659
1553, 77, 1274
1538, 14, 916
1553, 88, 741
1462, 82, 883
1462, 82, 883
1473, 48, 979
-,-,-
-1452, 285, 639
-1878, 545, 1167
-1695, 758, 1997
-1998, 727, 1998
-1998, 940, 1998
-1782, 1021, 1998
-1015, 792, 1967
-325, 540, 1675
387, 469, 1549
1213, 289, 1632
1733, 161, 1676
1897, 116, 1366
1819, 169, 949
1722, 181, 956
1527, 69, 1174
-,-,-
-1222, 73, 559
-1413, 358, 1144
-1269, 560, 1998
-1269, 560, 1998
-1980, 683, 1998
-1998, 850, 1998
-1684, 851, 1998
-1021, 596, 1998
-254, 256, 1998
490, 194, 1993
904, 172, 1497
1072, 287, 1001
1014, 294, 981
1307, 188, 1090
1389, 38, 956
1495, 201, 726
1430, 246, 650
1430, 246, 650
1391, 146, 758
-,-,-
-1398, 60, 669
-1398, 60, 669
-1971, 389, 1265
-1877, 892, 1998
-1817, 642, 1998
-1976, 447, 1998
-1756, 370, 1998
-1167, 368, 1978
-33, 340, 1533
868, 228, 1635
1053, 251, 1998
1378, 227, 1998
1803, 203, 1663
1998, 290, 973
1868, 177, 751
1868, 177, 751
-,-,-
-383, 52, 1668
-1117, 13, 1712
-1976, 54, 1514
-1998, 345, 1786
-1881, 533, 1998
-1514, 497, 1998
-1673, 519, 1998
-990, 648, 1998
-990, 648, 1998
174, 483, 1931
907, 412, 1627
1047, 172, 1318
1060, 240, 1287
1328, 294, 1291
1646, 124, 1362
1818, -71, 1675
1737, -111, 1930
1627, 47, 1523
-,-,-
-617, -275, 1302
-656, -219, 1617
-1201, 24, 1905
-1995, 527, 1998
-1998, 687, 1998
-1630, 901, 1998
-932, 824, 1998
-430, 574, 1998
245, 450, 1988
853, 392, 1656
1269, 337, 1370
1269, 337, 1370
1695, 186, 1042
1896, 207, 877
1770, 161, 1058
1760, 93, 1230
1797, 145, 1011
-,-,-
-1577, 201, 1558
-1998, 371, 1879
-1998, 942, 1998
-1998, 1187, 1998
-1990, 817, 1998
-1119, 485, 1998
-101, 246, 1998
260, 167, 1930
260, 167, 1930
823, 174, 1453
1229, 229, 876
1312, 376, 841
1082, 498, 1213
1205, 353, 1681
1519, 221, 1645
-,-,-
-1560, 145, 724
-1998, 636, 1883
-1996, 828, 1998
-1998, 749, 1998
-1998, 929, 1998
-1291, 692, 1998
-406, 208, 1998
49, 86, 1940
49, 86, 1940
966, 115, 1468
1574, 84, 863
1505, 76, 739
1252, 149, 1173
1134, 254, 1253
1204, 248, 1123
1204, 248, 1123
1415, 96, 1059
-,-,-
-505, -206, 615
-1106, -171, 637
-1883, 280, 1529
-1998, 836, 1998
-1998, 918, 1998
-1990, 820, 1998
-1383, 583, 1998
-399, 339, 1952
193, 208, 1993
715, 37, 1671
715, 37, 1671
1284, 69, 1296
1452, 184, 1007
1424, 189, 1126
1360, 127, 1169
1381, 59, 1132
1471, 118, 1160
-,-,-
-1105, 272, 764
-1105, 272, 764
-1995, 339, 1203
-1829, 618, 1989
-1456, 600, 1998
-1655, 491, 1998
-1489, 377, 1998
-802, 321, 1998
-137, 243, 1998
351, 136, 1723
954, 51, 1484
1149, 66, 1389
1279, 197, 1283
1260, 248, 1145
1257, 305, 1063
1294, 286, 993
-,-,-
-1429, 52, 397
-1429, 52, 397
-1883, 340, 1083
-1998, 915, 1989
-1998, 990, 1998
-1943, 842, 1998
-1363, 616, 1984
-631, 419, 1582
468, 54, 1585
958, -105, 1563
995, -70, 1282
1130, 26, 1053
1190, 258, 1059
-,-,-
-1523, 298, 1224
-1998, 343, 1417
-1998, 868, 1994
-1998, 868, 1994
-1694, 899, 1998
-1648, 570, 1998
-1058, 427, 1937
-39, 250, 1998
532, 37, 1998
999, 69, 1726
1164, 159, 1199
1219, 284, 1066
1168, 288, 1317
1308, 176, 1379
1528, 184, 1267
1638, 194, 1078
-,-,-
-748, -41, 876
-1935, -46, 1418
-1998, 650, 1998
-1930, 698, 1998
-1930, 698, 1998
-1601, 288, 1998
-1442, 345, 1998
-937, 305, 1760
-152, 269, 1451
435, 191, 901
915, 207, 472
816, 253, 360
628, 333, 647
894, 264, 1122
894, 264, 1122
-,-,-
-849, -270, 486
-1685, -74, 1223
-1998, 195, 1997
-1998, 52, 1998
-1992, 135, 1998
-1519, 130, 1998
-880, 183, 1773
-322, 342, 1505
595, 412, 1480
1129, 223, 1645
1129, 223, 1645
1241, 279, 1608
1177, 438, 1293
1351, 522, 1063
-,-,-
-513, -100, 964
-1662, -96, 866
-1708, 353, 1648
-1783, 598, 1998
-1998, 588, 1998
-1998, 605, 1998
-1850, 692, 1998
-1065, 613, 1989
-199, 482, 1579
421, 298, 1217
801, 168, 1090
801, 168, 1090
1002, 138, 926
1283, 189, 827
1375, 195, 686
1388, 237, 679
1426, 252, 1242
1536, 237, 1895
1625, 328, 1820
-,-,-
-386, -174, -210
-756, -80, 258
-1285, 157, 833
-1922, 546, 1789
-1914, 652, 1998
-1853, 588, 1998
-1572, 416, 1998
-755, 344, 1998
-129, 204, 1998
430, 168, 1795
678, 188, 1334
-,-,-
-1823, 247, 1632
-1823, 247, 1632
-1998, 209, 1970
-1828, 438, 1998
-1790, 466, 1998
-1276, 308, 1992
-653, 166, 1472
-61, 195, 1082
476, 203, 1012
786, 177, 1095
995, 202, 1106
1120, 205, 1117
1304, 252, 1073
1602, 189, 1086
1792, 119, 1156
-,-,-
-247, 26, 1014
-653, -35, 876
-1868, -97, 1197
-1998, 205, 1984
-1700, 524, 1998
-1670, 749, 1998
-1627, 748, 1998
-1169, 710, 1918
-322, 522, 1433
955, 414, 798
1629, 181, 212
1631, -23, 456
1631, -23, 456
1496, -108, 978
1271, -4, 1293
1356, 123, 1188
1572, 31, 1073
1800, -37, 1072
-,-,-
-182, -113, 724
-1265, -61, 924
-1998, 0, 1686
-1998, 434, 1998
-1811, 461, 1998
-1811, 461, 1998
-1496, 301, 1998
-1131, 284, 1685
-519, 219, 1115
-7, 266, 1270
637, 134, 1114
1076, 48, 838
1326, 64, 763
1413, 179, 1064
1652, 349, 1292
1721, 297, 1235
1721, 297, 1235
-,-,-
-60, -167, 693
-391, -74, 1078
-1266, 17, 1726
-1957, 86, 1998
-1998, 444, 1998
-1998, 586, 1998
-1688, 475, 1998
-716, 373, 1708
45, 230, 860
503, 34, 757
503, 34, 757
880, -76, 892
1239, -107, 799
1274, 119, 682
1262, 235, 594
1358, 235, 691
1448, 174, 929
1448, 174, 929
-,-,-
-152, -76, 1208
-1021, -47, 1336
-1984, -47, 1190
-1998, 130, 1863
-1960, 441, 1998
-1844, 509, 1998
-1297, 614, 1885
-490, 626, 738
536, 379, 245
678, 283, 1086
678, 283, 1086
1251, 34, 1340
1897, -134, 1214
1998, -76, 1179
1994, -155, 1140
1789, -82, 1028
-,-,-
-628, -115, 1253
-943, 77, 1837
-1870, 219, 1925
-1998, 239, 1998
-1752, 137, 1945
-871, 136, 1740
-278, 148, 1258
-278, 148, 1258
297, 188, 483
605, 200, 152
760, 301, 705
831, 341, 1596
1220, 284, 1857
1642, 135, 1302
1959, 60, 907
1959, 60, 907
-,-,-
-46, -138, 1097
-46, -138, 1097
-978, -88, 962
-1661, 203, 1815
-1998, 334, 1998
-1998, 454, 1998
-1668, 504, 1998
-988, 427, 1936
-538, 325, 1401
-149, 195, 876
153, 202, 863
578, 193, 1012
1046, 181, 1174
1071, 186, 1005
1071, 186, 1005
-,-,-
-246, -129, 1469
-1487, -174, 1293
-1986, -21, 1357
-1504, 189, 1988
-1545, 328, 1998
-1691, 448, 1847
-1261, 447, 1353
-727, 477, 1442
-233, 405, 1560
-233, 405, 1560
516, 308, 1079
1119, 147, 532
1539, -2, 661
1710, -136, 1048
-,-,-
-630, -69, 1092
-1518, 49, 1347
-1998, 25, 1680
-1920, 180, 1998
-1773, 237, 1979
-1603, 172, 1838
-959, 248, 1864
-196, 230, 1393
-196, 230, 1393
452, 102, 664
826, -73, 151
913, 77, 297
1108, 263, 638
1081, 397, 1157
1257, 204, 1600
1841, 0, 1563
-,-,-
-408, -188, 867
-1124, -117, 1231
-1511, 5, 1675
-1982, 69, 1994
-1923, 374, 1998
-1727, 460, 1998
-1329, 472, 1981
-708, 378, 1487
-708, 378, 1487
22, 291, 557
829, 97, 170
991, -60, 1122
1111, -80, 1544
1204, 38, 1200
1423, 193, 611
1423, 193, 611
-,-,-
-490, -17, 1252
-624, 14, 1659
-1865, 180, 1459
-1998, 514, 1463
-1994, 584, 1452
-1538, 578, 1945
-1249, 536, 1998
-485, 289, 1895
472, -32, 1247
472, -32, 1247
1165, -144, 1070
1317, -90, 1164
1467, -8, 946
-,-,-
-290, -24, 986
-1201, 226, 1100
-1714, 195, 1461
-1866, 393, 1757
-1998, 552, 1998
-1934, 514, 1998
-1327, 463, 1998
-647, 360, 1915
229, 169, 984
229, 169, 984
708, 123, 357
860, 216, 515
868, 282, 657
1046, 291, 584
1482, 131, 639
1482, 131, 639
-,-,-
-1081, 173, 1323
-1388, 217, 1280
-1939, 168, 1400
-1998, 120, 1612
-1998, 348, 1963
-1457, 547, 1998
-776, 482, 1962
-776, 482, 1962
-1, 262, 1354
539, 192, 635
813, 226, 489
850, 207, 777
957, 305, 1216
-,-,-
-858, 106, 1263
-1657, 360, 1737
-1998, 404, 1655
-1998, 541, 1793
-1916, 678, 1973
-1916, 678, 1973
-1313, 661, 1970
-647, 453, 1417
-67, 271, 803
402, 239, 528
816, 265, 617
1115, 222, 1033
1238, 213, 1342
1364, 200, 1388
1498, 149, 1239
1536, 96, 1263
-,-,-
-337, 109, 1138
-1226, 111, 1065
-1626, 141, 1205
-1293, 203, 1927
-1928, 286, 1898
-1941, 429, 1854
-1249, 516, 1936
-611, 388, 1690
-274, 203, 1279
104, 165, 731
596, 348, 462
596, 348, 462
907, 326, 700
1162, 247, 1283
1484, 88, 1414
1859, 32, 1235
-,-,-
-933, -106, 1127
-1423, 15, 1373
-1915, 86, 1587
-1998, 343, 1848
-1735, 494, 1998
-1011, 397, 1998
-452, 312, 1618
255, 151, 859
255, 151, 859
