532, 97, 846
940, 83, 1267
1355, 21, 1193
1466, -8, 1082
1393, 127, 912
1393, 127, 912
-,-,-
-1245, 134, 1660
-1920, 329, 1658
-1998, 445, 1489
-1817, 401, 1798
-1331, 298, 1940
-897, 200, 1901
-392, 228, 1836
277, 192, 1503
277, 192, 1503
763, 89, 1177
1122, 45, 803
1256, 136, 432
1236, 233, 517
1121, 269, 737
1255, 260, 880
1255, 260, 880
-,-,-
-1283, -114, 1142
-1520, -120, 1214
-1553, 135, 1690
-1878, 248, 1998
-1967, 241, 1964
-1405, 362, 1760
-873, 264, 1652
-395, 132, 1281
81, 8, 842
442, 96, 507
621, 242, 517
621, 242, 517
694, 338, 790
943, 418, 1124
1117, 385, 1266
1256, 285, 1072
-,-,-
-660, -30, 1199
-901, -40, 997
-1499, -187, 1220
-1998, -153, 1533
-1998, 35, 1721
-1555, 94, 1804
-784, 59, 1778
-437, -4, 1624
-224, -122, 1160
161, -29, 1042
531, 104, 1086
693, 276, 948
693, 276, 948
1010, 299, 627
1175, 246, 902
1307, 151, 1384
1594, 92, 1437
-,-,-
-1272, -77, 1124
-1678, 50, 1123
-1616, 59, 1738
-1968, -72, 1998
-1848, 1, 1909
-1211, 106, 1899
-563, -43, 1743
-105, -159, 1330
350, -68, 915
655, 109, 693
817, 282, 580
817, 282, 580
1014, 394, 527
1083, 383, 701
1167, 307, 1070
1389, 181, 1404
-,-,-
-1164, -191, 1170
-1984, -124, 1001
-1998, 228, 1586
-1998, 413, 1998
-1654, 171, 1998
-1000, 218, 1890
-276, 296, 1283
284, 155, 868
284, 155, 868
672, 150, 688
1004, 210, 786
1132, 299, 904
1182, 421, 1084
1106, 462, 1310
-,-,-
-977, -169, 1011
-1678, -314, 1129
-1998, -127, 1662
-1998, 346, 1894
-1998, 468, 1956
-1570, 374, 1698
-595, 171, 1187
92, -27, 1112
502, -60, 1211
573, 131, 1087
728, 362, 1027
1101, 477, 789
1101, 477, 789
1287, 359, 1045
-,-,-
-1377, 120, 1115
-1612, -77, 1084
-1774, -107, 1494
-1998, 168, 1734
-1897, 251, 1822
-1172, 121, 1674
-540, 30, 1587
172, 7, 1362
712, -46, 938
911, -18, 665
911, -18, 665
1019, 163, 853
1189, 330, 1012
1455, 313, 1100
1584, 171, 1046
-,-,-
-1586, 38, 1328
-1998, 80, 1325
-1998, 182, 1514
-1821, 382, 1876
-1390, 308, 1998
-878, 201, 1969
-878, 201, 1969
17, 31, 1026
929, -49, 327
975, 23, 439
696, 240, 974
995, 338, 1366
995, 338, 1366
1346, 261, 1555
1773, 208, 927
1877, 152, 712
1756, 117, 723
-,-,-
-1341, 23, 1065
-1341, 23, 1065
-1996, 198, 1457
-1998, 390, 1531
-1860, 405, 1772
-1524, 289, 1787
-812, 168, 1386
180, 39, 910
535, 128, 1185
802, 64, 1291
1026, 59, 1395
1271, 187, 1301
1513, 244, 1206
1513, 244, 1206
1634, 216, 899
1696, 227, 742
-,-,-
-1760, -22, 1441
-1998, -47, 1507
-1875, -2, 1769
-1430, 154, 1796
-1477, 222, 1986
-941, 52, 1390
169, -29, 521
169, -29, 521
645, 146, 590
613, 182, 1068
1083, 113, 1560
1320, 64, 1671
1652, 178, 1360
1727, 278, 953
1534, 268, 741
1534, 268, 741
-,-,-
-1696, 98, 1527
-1942, 102, 1255
-1998, 119, 1335
-1849, 105, 1636
-1304, 25, 1954
-369, 43, 1652
230, -16, 1154
688, -46, 842
890, 38, 930
1081, 181, 1118
1369, 223, 1136
1369, 223, 1136
1674, 179, 1091
1723, 85, 1095
1553, 23, 1004
-,-,-
-1526, -25, 1642
-1998, -19, 1798
-1998, 226, 1913
-1655, 456, 1998
-1036, 243, 1998
-576, -18, 1860
47, -184, 1289
790, -81, 649
790, -81, 649
1280, -111, 211
1126, -36, 476
883, 169, 966
960, 366, 1167
1336, 382, 1171
-,-,-
-1821, -119, 1503
-1998, -156, 1393
-1988, -27, 1746
-1558, -144, 1996
-1019, -233, 1793
-250, -51, 1128
232, 231, 687
511, 381, 692
755, 308, 654
755, 308, 654
924, 316, 936
1238, 468, 1441
1519, 426, 1769
1679, 246, 1548
1707, 209, 1121
-,-,-
-1268, -15, 1427
-1925, 31, 1825
-1998, 132, 1701
-1974, 370, 1935
-1473, 268, 1983
-721, 150, 1875
-143, -34, 1406
372, -127, 1027
696, -129, 719
1017, -16, 516
1017, -16, 516
1096, 218, 837
929, 253, 1293
1271, 155, 1317
1606, 125, 1286
-,-,-
-1823, 74, 1013
-1823, 74, 1013
-1998, 200, 1725
-1998, 259, 1998
-1931, 248, 1917
-1573, 230, 1822
-1137, 150, 1859
-547, 30, 1850
-49, -54, 1417
392, -13, 884
934, 145, 388
1003, 312, 624
964, 326, 1450
964, 326, 1450
1012, 236, 1968
1307, 208, 1504
-,-,-
-729, -36, 1335
-1746, 99, 1463
-1998, 222, 1506
-1998, 460, 1873
-1918, 542, 1998
-1370, 382, 1998
-903, 192, 1945
-219, 74, 1489
493, -30, 1096
958, -71, 843
1183, 99, 793
1328, 259, 884
1328, 259, 884
1398, 273, 1226
-,-,-
-1785, 91, 1337
-1949, 85, 1802
-1998, 207, 1957
-1991, 416, 1998
-1398, 249, 1998
-751, 24, 1793
-97, -42, 1590
-97, -42, 1590
357, -63, 1095
732, 41, 707
910, 296, 658
1069, 536, 640
1220, 529, 941
1220, 529, 941
1300, 414, 1296
1537, 267, 1522
-,-,-
-1249, 43, 1177
-1739, 148, 1425
-1677, 81, 1824
-1891, 212, 1951
-1966, 345, 1816
-1273, 284, 1793
-545, 134, 1739
-287, 41, 1506
183, 19, 1188
588, 106, 908
588, 106, 908
878, 219, 721
916, 312, 745
1072, 294, 799
1212, 293, 985
1271, 262, 987
1271, 262, 987
1326, 190, 1004
-,-,-
-988, 104, 926
-1724, 50, 965
-1989, 154, 1387
-1998, 234, 1756
-1998, 303, 1998
-1625, 262, 1998
-945, 132, 1979
-394, 42, 1717
283, -4, 1195
725, 6, 601
725, 6, 601
761, 120, 576
866, 318, 921
1051, 371, 957
1051, 371, 957
1648, 405, 1230
1826, 240, 1172
-,-,-
-815, -37, 942
-1499, -50, 1282
-1912, 40, 1569
-1998, 123, 1580
-1986, 204, 1986
-1494, 265, 1998
-1061, 295, 1998
-277, 195, 1793
282, 34, 1212
697, -37, 870
790, 124, 763
621, 326, 842
621, 326, 842
909, 373, 654
1494, 175, 700
1644, 132, 941
1463, 231, 1000
-,-,-
-1771, 57, 1387
-1998, 250, 1420
-1998, 506, 1881
-1945, 522, 1998
-1157, 272, 1971
-258, 128, 1433
119, 119, 973
481, 87, 831
481, 87, 831
851, -2, 896
1169, 42, 801
1392, 182, 889
1443, 308, 1310
1443, 308, 1310
1445, 192, 1600
-,-,-
-432, -166, 1240
-1249, 75, 1727
-1976, -21, 1291
-1998, 61, 1646
-1998, 459, 1998
-1998, 578, 1998
-1480, 445, 1795
-427, 209, 1334
67, 118, 1030
462, 220, 794
834, 368, 601
834, 368, 601
1164, 427, 419
1459, 343, 715
1644, 215, 1207
1820, 153, 1429
1803, 80, 1419
-,-,-
-1257, 115, 1131
-1998, 279, 1153
-1998, 445, 1463
-1998, 596, 1697
-1882, 533, 1730
-1559, 534, 1746
-1108, 482, 1534
-364, 392, 1278
430, 262, 909
1082, 195, 761
1352, 173, 1095
1352, 173, 1095
1369, 168, 1579
1685, 130, 1479
-,-,-
-608, 10, 1164
-1562, 61, 1100
-1994, 14, 1146
-1998, 99, 1554
-1912, 167, 1984
-1932, 288, 1998
-1549, 268, 1975
-898, 157, 1669
-267, 13, 1260
213, -10, 756
213, -10, 756
483, 26, 647
759, 79, 1113
1152, 111, 1433
1495, 93, 1268
1734, 98, 880
1734, 98, 880
1859, 36, 809
1826, -42, 1029
-,-,-
-1280, -193, 906
-1824, 2, 1330
-1998, 164, 1993
-1998, 223, 1770
-1998, 272, 1792
-1927, 324, 1994
-1247, 327, 1969
-244, 254, 1500
358, 178, 900
827, 87, 991
1166, 33, 1381
1314, 156, 1501
1314, 156, 1501
1376, 298, 1171
-,-,-
-840, -127, 1433
-1734, 30, 1309
-1998, 140, 1723
-1998, 353, 1998
-1939, 411, 1998
-1847, 405, 1997
-1156, 324, 1821
-266, 137, 1558
349, 29, 1161
829, 130, 969
1108, 313, 594
1478, 362, 593
1499, 299, 994
1499, 299, 994
1655, 268, 1243
1938, 225, 1280
-,-,-
-1149, -89, 1203
-1772, -163, 935
-1996, 222, 1500
-1998, 700, 1986
-1998, 681, 1998
-1442, 367, 1911
-714, 250, 1935
-276, 129, 1504
485, 110, 684
936, 254, 424
936, 254, 424
925, 420, 896
917, 372, 1604
1301, 216, 1728
1871, 214, 1387
-,-,-
-1214, -55, 1491
-1998, 18, 1790
-1998, 149, 1998
-1709, 296, 1998
-1525, 233, 1998
-1281, 71, 1982
-608, -61, 1558
-32, -139, 1044
460, -12, 902
460, -12, 902
717, 74, 925
976, 211, 915
-,-,-
-1681, -70, 876
-1681, -70, 876
-1997, 149, 1412
-1998, 539, 1897
-1998, 708, 1998
-1866, 474, 1954
-775, 301, 1441
4, 116, 899
295, 43, 1048
589, -23, 1264
1142, 78, 1124
1360, 211, 998
1360, 211, 998
1378, 321, 1108
1418, 224, 1347
1661, 106, 1564
-,-,-
-812, -130, 1083
-1665, -88, 1104
-1998, 180, 1817
-1998, 542, 1998
-1985, 574, 1998
-1635, 426, 1981
-935, 273, 1777
-105, 194, 1415
552, 164, 904
623, 107, 677
692, 107, 966
692, 164, 966
1378, 185, 988
1688, 164, 918
1941, 170, 855
1855, 65, 1054
1661, 22, 1312
1493, 37, 1348
-,-,-
-1228, -186, 810
-1629, -73, 1480
-1992, 210, 1998
-1998, 272, 1998
-1998, 373, 1998
-1998, 373, 1998
-1212, 380, 1998
-326, 170, 1790
121, 139, 947
514, 200, 755
647, 119, 834
1017, 74, 864
1431, 264, 769
1546, 259, 926
1546, 259, 926
1638, 196, 1269
-,-,-
-741, -34, 1230
-1457, -13, 1588
-1998, 238, 1960
-1998, 688, 1998
-1781, 639, 1998
-806, 392, 1969
-470, 259, 1525
-470, 259, 1525
105, 169, 927
451, 88, 689
820, 132, 671
983, 129, 840
1113, 153, 1188
1432, 206, 1163
1432, 206, 1163
1872, 207, 956
1998, 92, 928
-,-,-
-1093, 87, 1274
-1873, 219, 1040
-1998, 488, 1664
-1998, 553, 1998
-1998, 437, 1998
-1576, 473, 1998
-614, 352, 1862
77, 142, 1522
492, 31, 1061
884, 55, 913
884, 55, 913
1145, 138, 822
1154, 340, 885
1296, 381, 958
1673, 185, 1148
-,-,-
-1742, 145, 1591
-1998, 68, 1715
-1998, 68, 1962
-1998, 241, 1962
-1933, 371, 1998
-1263, 211, 1983
-518, 138, 1638
28, 79, 1202
451, 99, 883
732, 112, 591
732, 250, 593
732, 250, 593
869, 469, 630
1050, 505, 797
1432, 354, 1011
1537, 251, 1189
1590, 173, 1219
-,-,-
-1055, 27, 1215
-1337, -9, 1261
-1826, 24, 1567
-1998, 99, 1941
-1965, 102, 1942
-1417, 105, 1873
-805, 54, 1814
-348, -25, 1366
13, -77, 962
13, -77, 962
284, -68, 728
669, 66, 558
1100, 136, 578
1092, 129, 1028
-,-,-
-604, -202, 935
-857, -266, 967
-1687, -213, 1195
-1998, 65, 1672
-1998, 230, 1998
-1903, 207, 1997
-1330, 228, 1840
-686, 92, 1339
-140, -25, 778
336, -50, 477
639, 71, 565
639, 71, 565
450, 309, 1181
805, 436, 1329
1474, 167, 1378
1902, -27, 1357
1991, -94, 1541
